product,brand,price,oz_per_can,num_cans,price_per_oz,ingredients
Sheba Perfect Portions Grain-Free Savory Mixed Grill Cuts in Gravy Entree Cat Food Trays,Sheba,$19.20,2.6,24.0,0.30769230769230765,"['Turkey Broth', ' Turkey', ' Chicken', ' Chicken Liver', ' Meat By-Products', ' Tapioca Starch', ' Poultry By-Products', ' Natural Flavor', ' Minerals (Potassium Chloride', ' Magnesium Sulfate', ' Zinc Sulfate', ' Iron Sulfate', ' Manganese Sulfate', ' Potassium Iodide', ' Copper Sulfate)', ' Added Color', ' Fish Oil (Preserved With Mixed Tocopherols)', ' Sodium Tripolyphosphate', ' Xanthan Gum', ' Vitamins (Choline Chloride', ' Thiamine Mononitrate [Vitamin B1]', ' Vitamin E Supplement', ' Pyridoxine Hydrochloride [Vitamin B6]', ' Vitamin D3 Supplement', ' Folic Acid', ' Menadione Sodium Bisulfite Complex [Source Of Vitamin K Activity])', ' Salt', ' Taurine', ' Dl-Methionine.']"
Hill's Science Diet Adult 11+ Healthy Cuisine Seared Tuna & Carrot Medley Canned Cat Food,Hill's Science Diet,$26.64,2.8,24.0,0.3964285714285715,"['Chicken Broth', ' Tuna', ' Chicken', ' Pork Liver', ' Carrots', ' Beef', ' Rice', ' Rice Starch', ' Spinach', ' Wheat Gluten', ' Soybean Oil', ' Chicken Liver Flavor', ' Potassium Alginate', ' Titanium Dioxide color', ' L-Lysine', ' Powdered Cellulose', ' Chicken Fat', ' Calcium Chloride', ' Fish Oil', ' Choline Chloride', ' Guar Gum', ' Dicalcium Phosphate', ' Taurine', ' Calcium Lactate', ' Calcium Gluconate', ' vitamins (Vitamin E Supplement', ' L-Ascorbyl-2-Polyphosphate (source of Vitamin C)', ' Thiamine Mononitrate', ' Niacin Supplement', ' Menadione Sodium Bisulfite Complex (source of Vitamin K)', ' Pyridoxine Hydrochloride', ' Calcium Pantothenate', ' Vitamin B12 Supplement', ' Riboflavin Supplement', ' Vitamin D3 Supplement', ' Folic Acid', ' Biotin)', ' Sodium Tripolyphosphate', ' L-Carnitine', ' minerals (Zinc Oxide', ' Ferrous Sulfate', ' Manganese Sulfate', ' Copper Sulfate', ' Calcium Iodate)', ' Potassium Citrate', ' Beta-Carotene.']"
Purina Pro Plan Veterinary Diets NF Kidney Function Early Care Formula Canned Cat Food,Purina Pro Plan Veterinary Diets,$47.99,5.5,24.0,0.3635606060606061,"['Water sufficient for processing', ' meat by-products', ' liver', ' rice', ' chicken by-products', ' powdered cellulose', ' potato protein', ' salmon', ' artificial and natural flavors', ' calcium sulfate', ' inulin', ' L-Lysine monohydrochloride', ' fish oil', ' guar gum', ' potassium citrate', ' carrageenan', ' salt', ' Vitamin E supplement', ' choline chloride', ' potassium chloride', ' DL-Methionine', ' taurine', ' magnesium sulfate', ' mono and dicalcium phosphate', ' thiamine mononitrate (Vitamin B-1)', ' zinc sulfate', ' niacin (Vitamin B-3)', ' ferrous sulfate', ' calcium pantothenate (Vitamin B-5)', ' Vitamin A supplement', ' menadione sodium bisulfite complex (Vitamin K)', ' pyridoxine hydrochloride (Vitamin B-6)', ' copper sulfate', ' manganese sulfate', ' riboflavin supplement (Vitamin B-2)', ' Vitamin B-12 supplement', ' biotin (Vitamin B-7)', ' folic acid (Vitamin B-9)', ' Vitamin D-3 supplement', ' potassium iodide. A-2540.']"
BFF OMG Tuna & Turkey Tickles Dinner in Gravy Wet Cat Food Pouches,BFF,$13.49,3.0,12.0,0.37472222222222223,"['Tuna Broth', ' Tuna', ' Turkey', ' Sunflower Oil', ' Tapioca Starch', ' Guar Gum', ' Calcium Sulfate', ' Tricalcium Phosphate', ' Potassium Chloride', ' Celery Powder', ' Salt', ' Vitamin E Supplement', ' Ferrous Sulfate', ' Niacin Supplement', ' Zinc Oxide', ' Thiamine Mononitrate (Vitamin B1)', ' Taurine', ' Vitamin A Supplement', ' Vitamin B12 Supplement', ' Vitamin D3 Supplement', ' Manganese Sulfate', ' Calcium Pantothenate', ' Riboflavin Supplement (Vitamin B2)', ' Pyridoxine Hydrochloride (Vitamin B6)', ' Biotin', ' Copper Amino Acid Complex', ' Sodium Selenite', ' Folic Acid', ' Menadione Sodium Bisulfite Complex (Source of Vitamin K3)', ' Potassium Iodide.']"
Purina Pro Plan Savor Adult Sole & Vegetable Entree in Sauce Canned Cat Food,Purina Pro Plan,$23.28,3.0,24.0,0.32333333333333336,"['Water Sufficient for Processing', ' Sole', ' Wheat Gluten', ' Meat By-Products', ' Liver', ' Tomatoes', ' Carrots', ' Corn Starch-Modified', ' Chicken', ' Artificial and Natural Flavors', ' Corn Oil', ' Calcium Phosphate', ' Salt', ' Soy Protein Concentrate', ' Potassium Chloride', ' Added Color', ' Taurine', ' Choline Chloride', ' Vitamin E Supplement', ' Thiamine Mononitrate', ' Zinc Sulfate', ' Ferrous Sulfate', ' Niacin', ' Calcium Pantothenate', ' Vitamin A Supplement', ' Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity)', ' Copper Sulfate', ' Pyridoxine Hydrochloride', ' Manganese Sulfate', ' Riboflavin Supplement', ' Vitamin B-12 Supplement', ' Biotin', ' Folic Acid', ' Vitamin D-3 Supplement', ' Potassium Iodide.']"
Fancy Feast Marinated Morsels Chicken Feast in Gravy Canned Cat Food,Fancy Feast,$15.36,3.0,24.0,0.21333333333333332,"['Poultry Broth', ' Chicken', ' Liver', ' Wheat Gluten', ' Turkey', ' Meat By-Products', ' Corn Starch-Modified', ' Artificial and Natural Flavors', ' Added Color', ' Soy Flour', ' Salt', ' Tricalcium Phosphate', ' Potassium Chloride', ' Taurine', ' Choline Chloride', ' Mono and Dicalcium Phosphate', ' Thiamine Mononitrate', ' Vitamin E Supplement', ' Zinc Sulfate', ' Ferrous Sulfate', ' Niacin', ' Calcium Pantothenate', ' Vitamin A Supplement', ' Copper Sulfate', ' Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity)', ' Manganese Sulfate', ' Pyridoxine Hydrochloride', ' Riboflavin Supplement', ' Vitamin B-12 Supplement', ' Biotin', ' Folic Acid', ' Vitamin D-3 Supplement', ' Potassium Iodide. B-6941.']"
BFF OMG Tuna & Beef Baby Cakes Dinner in Gravy Wet Cat Food Pouches,BFF,$11.42,3.0,12.0,0.31722222222222224,"['Tuna Broth', ' Tuna', ' Beef', ' Tapioca Starch', ' Sunflower Oil', ' Guar Gum', ' Calcium Sulfate', ' Tricalcium Phosphate', ' Potassium Chloride', ' Celery Powder', ' Salt', ' Vitamin E Supplement', ' Ferrous Sulfate', ' Niacin Supplement', ' Zinc Oxide', ' Thiamine Mononitrate (Vitamin B1)', ' Taurine', ' Vitamin A Supplement', ' Vitamin B12 Supplement', ' Vitamin D3 Supplement', ' Manganese Sulfate', ' Calcium Pantothenate', ' Riboflavin Supplement (Vitamin B2)', ' Pyridoxine Hydrochloride (Vitamin B6)', ' Biotin', ' Copper Amino Acid Complex', ' Sodium Selenite', ' Folic Acid', ' Menadione Sodium Bisulfite Complex (Source of Vitamin K3)', ' Potassium Iodide.']"
Fancy Feast Sliced Chicken Hearts & Liver Feast in Gravy Canned Cat Food,Fancy Feast,$15.35,3.0,24.0,0.21319444444444444,"['Poultry Broth', ' Chicken', ' Wheat Gluten', ' Chicken Hearts', ' Liver', ' Meat By-Products', ' Chicken Livers', ' Turkey', ' Corn Starch-Modified', ' Soy Flour', ' Soy Protein Concentrate', ' Artificial and Natural Flavors', ' Salt', ' Tricalcium Phosphate', ' Potassium Chloride', ' Taurine', ' Choline Chloride', ' Added Color', ' Mono and Dicalcium Phosphate', ' Thiamine Mononitrate', ' Vitamin E Supplement', ' Zinc Sulfate', ' Ferrous Sulfate', ' Niacin', ' Calcium Pantothenate', ' Vitamin A Supplement', ' Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity)', ' Copper Sulfate', ' Manganese Sulfate', ' Pyridoxine Hydrochloride', ' Riboflavin Supplement', ' Vitamin B-12 Supplement', ' Biotin', ' Folic Acid', ' Vitamin D-3 Supplement', ' Potassium Iodide. B-7003.']"
Purina Pro Plan Chicken  Pasta & Spinach Entree in Gravy Canned Cat Food,Purina Pro Plan,$23.28,3.0,24.0,0.32333333333333336,"['Water Sufficient for Processing', ' Chicken', ' Wheat Gluten', ' Liver', ' Meat By-Products', ' Pasta (Wheat Flour', ' Egg Whites)', ' Spinach', ' Turkey', ' Corn Starch-Modified', ' Artificial and Natural Flavors', ' Salt', ' Calcium Phosphate', ' Soy Protein Concentrate', ' Potassium Chloride', ' Added Color', ' Taurine', ' Choline Chloride', ' Vitamin E Supplement', ' Thiamine Mononitrate', ' Zinc Sulfate', ' Ferrous Sulfate', ' Niacin', ' Calcium Pantothenate', ' Vitamin A Supplement', ' Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity)', ' Copper Sulfate', ' Manganese Sulfate', ' Pyridoxine Hydrochloride', ' Riboflavin Supplement', ' Vitamin B-12 Supplement', ' Biotin', ' Folic Acid', ' Vitamin D-3 Supplement', ' Potassium Iodide.']"
Tiny Tiger Chunks in EXTRA Gravy Chicken Recipe Grain-Free Canned Cat Food,Tiny Tiger,$12.99,3.0,24.0,0.18041666666666667,"['Chicken Broth', ' Chicken', ' Liver', ' Turkey', ' Meat By-Products', ' Potato Starch', ' Dried Egg Product', ' Natural Flavor', ' Salt', ' Guar Gum', ' Sodium Phosphate', ' Potassium Chloride', ' Tricalcium Phosphate', ' Vitamins (Vitamin E Supplement', ' Thiamine Mononitrate', ' Niacin Supplement', ' D-Calcium Pantothenate', ' Pyridoxine Hydrochloride', ' Riboflavin Supplement', ' Vitamin A Supplement', ' Biotin', ' Vitamin D3 Supplement', ' Vitamin B12 Supplement', ' Folic Acid)', ' Choline Chloride', ' Calcium Carbonate', ' Minerals (Ferrous Sulfate', ' Zinc Oxide', ' Copper Proteinate', ' Sodium Selenite', ' Manganese Sulfate', ' Potassium Iodide)', ' Dl-Methionine', ' Taurine', ' Magnesium Sulfate', ' Fish Oil (Preserved With Mixed Tocopherols).']"
Earthborn Holistic Catalina Catch Grain-Free Natural Canned Cat & Kitten Food,Earthborn Holistic,$38.16,5.5,24.0,0.28909090909090907,"['Mackerel', ' Fish Broth', ' Shrimp', ' Sunflower Oil', ' Natural Flavors', ' Tricalcium Phosphate', ' Guar Gum', ' Salt', ' Choline Chloride', ' Potassium Chloride', ' Taurine', ' Zinc Oxide', ' Iron Proteinate', ' Niacin', ' Vitamin E Supplement', ' Sodium Selenite', ' Manganese Sulfate', ' Thiamine Mononitrate', ' Vitamin B12 Supplement', ' Copper Proteinate', ' Vitamin A Supplement', ' Calcium Pantothenate', ' Riboflavin Supplement', ' Pyridoxine Hydrochloride', ' Biotin', ' Vitamin D3 Supplement', ' Potassium Iodide', ' Folic Acid', ' Menadione Sodium Bisulfite Complex (Source of Vitamin K).']"
Sheba Perfect Portions Grain-Free Gourmet Chicken & Tuna Entree Cat Food Trays,Sheba,$19.20,2.6,24.0,0.30769230769230765,"['Chicken', ' Chicken Broth', ' Meat By-Products', ' Chicken Liver', ' Poultry By-Products', ' Tuna', ' Natural Flavor', ' Minerals (Potassium Chloride', ' Magnesium Sulfate', ' Calcium Carbonate', ' Zinc Sulfate', ' Iron Sulfate', ' Manganese Sulfate', ' Potassium Iodide', ' Copper Sulfate)', ' Guar Gum', ' Added Color', ' Sodium Tripolyphosphate', ' Fish Oil (Preserved with Mixed Tocopherols)', ' Vitamins (Choline Chloride', ' Thiamine Mononitrate [Vitamin B1]', ' Vitamin E Supplement', ' Pyridoxine Hydrochloride [Vitamin B6]', ' Vitamin D3 Supplement', ' Folic Acid', ' Menadione Sodium Bisulfite Complex [Source of Vitamin K Activity])', ' Dl-Methionine', ' Salt', ' Taurine.']"
Fussie Cat Premium Tuna with Shrimp Formula in Aspic Grain-Free Canned Cat Food,Fussie Cat,$33.36,82.0,24.0,0.016951219512195123,"['Tuna', ' Water Sufficient for Processing', ' Shrimp', ' Sunflower Seed Oil', ' Tricalcium Phosphate', ' Locust Bean Gum', ' Carrageenan', ' Guar Gum', ' Potassium Chloride', ' Choline Chloride', ' Fructooligosaccharide', ' Taurine', ' Zinc Sulfate', ' Vitamin E Supplement', ' Ferrous Sulfate', ' Thiamine Mononitrate (Source of Vitamin B1)', ' Nicotinic Acid (Source of Vitamin B3)', ' Calcium Pantothenate', ' Vitamin A Supplement', ' Potassium Iodide', ' Manganese Sulfate', ' Copper Sulfate', ' Vitamin D3 Supplement', ' Riboflavin Supplement (Source of Vitamin B2)', ' Pyridoxine Hydrochloride (Source of Vitamin B6)', ' Folic Acid', ' Menadione Sodium Bisulfite Complex', ' Vitamin B12 Supplement.']"
Wellness Natural Grain Free Gravies Tuna Dinner Canned Cat Food,Wellness,$14.76,3.0,12.0,0.41,"['Fish Broth', ' Chicken', ' Tuna', ' Chicken Liver', ' Dried Egg Whites', ' Dried Ground Peas', ' Natural Flavor', ' Carrots', ' Guar Gum', ' Sodium Phosphate', ' Ground Flaxseed', ' Salt', ' Calcium Carbonate', ' Potassium Chloride', ' Taurine', ' Choline Chloride', ' Cranberries', ' Minerals (Iron Amino Acid Chelate', ' Zinc Amino Acid Chelate', ' Copper Amino Acid Chelate', ' Manganese Amino Acid Chelate', ' Sodium Selenite', ' Potassium Iodide)', ' Vitamins (Thiamine Mononitrate', ' Vitamin E Supplement', ' Niacin', ' d-Calcium Pantothenate', ' Pyridoxine Hydrochloride', ' Riboflavin Supplement', ' Vitamin A Supplement', ' Biotin', ' Vitamin D3 Supplement', ' Vitamin B12 Supplement', ' Folic Acid).']"
Wellness CORE Signature Selects Shredded Boneless Chicken & Chicken Liver Entree in Sauce Grain-Free Canned Cat Food,Wellness,$31.80,5.3,12.0,0.5000000000000001,"['Boneless Chicken', ' Chicken Broth', ' Water Sufficient for Processing', ' Tapioca Starch', ' Potato Starch', ' Chicken Liver', ' Eggs', ' Natural Flavor', ' Salt', ' Sunflower Oil', ' Tricalcium Phosphate', ' Taurine', ' Magnesium Sulfate', ' Guar Gum', ' Vitamins [Vitamin E Supplement', ' Thiamine Hydrochloride', ' Niacin', ' Vitamin A Supplement', ' Pyridoxine Hydrochloride', ' d-Calcium Pantothenate', ' Riboflavin Supplement', ' Folic Acid', ' Vitamin D3 Supplement', ' Biotin', ' Vitamin B12 Supplement]', ' Potassium Chloride', ' Choline Chloride', ' Minerals [Zinc Amino Acid Chelate', ' Iron Amino Acid Chelate', ' Manganese Amino Acid Chelate', ' Copper Amino Acid Chelate', ' Potassium Iodide', ' Sodium Selenite].']"
Friskies Extra Gravy Chunky With Turkey in Savory Gravy Canned Cat Food,Friskies,$12.00,3.5,12.0,0.2857142857142857,"['Water', ' Turkey', ' Liver', ' Meat By-Products', ' Wheat Gluten', ' Chicken', ' Soy Flour', ' Corn Starch-Modified', ' Artificial And Natural Flavors', ' Added Color', ' Tricalcium Phosphate', ' MINERALS [Potassium Chloride', ' Mono And Dicalcium Phosphate', ' Zinc Sulfate', ' Ferrous Sulfate', ' Copper Sulfate', ' Manganese Sulfate', ' Potassium Iodide]', ' Taurine', ' Choline Chloride', ' Salt', ' VITAMINS [Thiamine Mononitrate (Vitamin B-1)', ' Vitamin E Supplement', ' Niacin (Vitamin B-3)', ' Calcium Pantothenate (Vitamin B-5)', ' Vitamin A Supplement', ' Menadione Sodium Bisulfite Complex (Vitamin K)', ' Pyridoxine Hydrochloride (Vitamin B-6)', ' Riboflavin Supplement (Vitamin B-2)', ' Vitamin B-12 Supplement', ' Biotin (Vitamin B-7)', ' Folic Acid (Vitamin B-9)', ' Vitamin D-3 Supplement]. B626818.']"
Friskies Indoor Classic Pate Salmon Dinner Canned Cat Food,Friskies,$12.54,5.5,24.0,0.09499999999999999,"['Water Sufficient for Processing', ' Salmon', ' Meat By-Products', ' Liver', ' Chicken', ' Rice', ' Powdered Cellulose', ' Spinach', ' Rice Flour', ' Artificial and Natural Flavors', ' Tricalcium Phosphate', ' Guar Gum', ' Parsley', ' Potassium Chloride', ' Added Color', ' Carrageenan', ' Salt', ' Taurine', ' DL-Methionine', ' Choline Chloride', ' Thiamine Mononitrate', ' Zinc Sulfate', ' Ferrous Sulfate', ' Vitamin E Supplement', ' Niacin', ' Copper Sulfate', ' Manganese Sulfate', ' Calcium Pantothenate', ' Vitamin A Supplement', ' Menadione Sodium Bisulfite Complex (Vitamin K)', ' Pyridoxine Hydrochloride', ' Riboflavin Supplement', ' Vitamin B-12 Supplement', ' Biotin', ' Folic Acid', ' Vitamin D-3 Supplement', ' Potassium Iodide. H-6085.']"
Royal Canin Veterinary Diet Selected Protein Adult PD in Gel Canned Cat Food,Royal Canin Veterinary Diet,$71.24,5.9,24.0,0.5031073446327683,"['Water Sufficient for Processing', ' Duck', ' Duck Liver', ' Pea Flour', ' Duck By-Product Meal', ' Pea Protein', ' Vegetable Oil', ' Carrageenan', ' Fish Oil', ' Carob Bean Gum', ' Calcium Sulfate', ' Natural Flavors', ' Taurine', ' Dl-Methionine', ' Choline Chloride', ' Cysteine', ' Potassium Chloride', ' Glycine', ' Vitamins [L-Ascorbyl-2-Polyphosphate (Source of Vitamin C)', ' Niacin Supplement', ' Dl-Alpha Tocopherol Acetate (Source of Vitamin E)', ' Thiamine Mononitrate (Vitamin B1)', ' Biotin', ' D-Calcium Pantothenate', ' Riboflavin Supplement', ' Pyridoxine Hydrochloride (Vitamin B6)', ' Vitamin B12 Supplement', ' Folic Acid', ' Vitamin D3 Supplement]', ' Trace Minerals [Zinc Proteinate', ' Zinc Oxide', ' Ferrous Sulfate', ' Copper Sulfate', ' Manganous Oxide', ' Sodium Selenite', ' Calcium Iodate]', ' Marigold Extract (Tagetes Erecta L.).']"
Fancy Feast Elegant Medleys Turkey Florentine Canned Cat Food,Fancy Feast,$16.51,3.0,24.0,0.22930555555555557,"['Poultry Broth', ' Turkey', ' Wheat Gluten', ' Liver', ' Meat By-Products', ' Spinach', ' Corn Starch-Modified', ' Artificial and Natural Flavors', ' Salt', ' Added Color', ' Tricalcium Phosphate', ' Soy Protein Concentrate', ' Potassium Chloride', ' Taurine', ' Choline Chloride', ' Magnesium Sulfate', ' Thiamine Mononitrate', ' Vitamin E Supplement', ' Zinc Sulfate', ' Ferrous Sulfate', ' Niacin', ' Calcium Pantothenate', ' Vitamin A Supplement', ' Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity)', ' Copper Sulfate', ' Manganese Sulfate', ' Pyridoxine Hydrochloride', ' Riboflavin Supplement', ' Vitamin B-12 Supplement', ' Biotin', ' Folic Acid', ' Vitamin D-3 Supplement', ' Potassium Iodide. B-6703.']"
Fancy Feast Delights with Cheddar Grilled Turkey & Cheddar Cheese Feast in Gravy Canned Cat Food,Fancy Feast,$14.97,3.0,24.0,0.20791666666666667,"['Poultry Broth', ' Turkey', ' Liver', ' Wheat Gluten', ' Meat By-Products', ' Corn Starch-Modified', ' Cheese (Source of Cheddar Cheese)', ' Artificial and Natural Flavors', ' Salt', ' Sodium Caseinate', ' Calcium Phosphate', ' Soy Protein Concentrate', ' Soybean Oil', ' Added Color', ' Potassium Chloride', ' Dried Whey', ' Taurine', ' Sodium Tripolyphosphate', ' Magnesium Sulfate', ' Choline Chloride', ' Thiamine Mononitrate', ' Vitamin E Supplement', ' Zinc Sulfate', ' Niacin', ' Sorbic Acid (a Preservative)', ' Ferrous Sulfate', ' Calcium Pantothenate', ' Vitamin A Supplement', ' Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity)', ' Pyridoxine Hydrochloride', ' Copper Sulfate', ' Manganese Sulfate', ' Riboflavin Supplement', ' Vitamin B-12 Supplement', ' Biotin', ' Folic Acid', ' Vitamin D-3 Supplement', ' Potassium Iodide.']"
Purina Pro Plan Focus Adult Weight Management Ground Turkey & Rice Entree Canned Cat Food,Purina Pro Plan,$23.28,3.0,24.0,0.32333333333333336,"['Water Sufficient for Processing', ' Turkey', ' Liver', ' Wheat Gluten', ' Meat By-Products', ' Rice', ' Soy Flour', ' Soy Protein Concentrate', ' Artificial and Natural Flavors', ' Potassium Chloride', ' Calcium Phosphate', ' Guar Gum', ' Taurine', ' Locust Bean Gum', ' Xanthan Gum', ' Carrageenan', ' Salt', ' Choline Chloride', ' Vitamin E Supplement', ' Thiamine Mononitrate', ' Zinc Sulfate', ' Ferrous Sulfate', ' Niacin', ' Calcium Pantothenate', ' Vitamin A Supplement', ' Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity)', ' Copper Sulfate', ' Manganese Sulfate', ' Pyridoxine Hydrochloride', ' Riboflavin Supplement', ' Vitamin B-12 Supplement', ' Biotin', ' Folic Acid', ' Vitamin D-3 Supplement', ' Potassium Iodide.']"
BFF OMG Tuna & Chicken Charm Me Dinner in Gravy Wet Cat Food Pouches,BFF,$13.49,3.0,12.0,0.37472222222222223,"['Tuna Broth', ' Tuna', ' Chicken', ' Tapioca Starch', ' Sunflower Oil', ' Guar Gum', ' Calcium Sulfate', ' Tricalcium Phosphate', ' Potassium Chloride', ' Celery Powder', ' Salt', ' Vitamin E Supplement', ' Ferrous Sulfate', ' Niacin Supplement', ' Zinc Oxide', ' Thiamine Mononitrate (Vitamin B1)', ' Taurine', ' Vitamin A Supplement', ' Vitamin B12 Supplement', ' Vitamin D3 Supplement', ' Manganese Sulfate', ' Calcium Pantothenate', ' Riboflavin Supplement (Vitamin B2)', ' Pyridoxine Hydrochloride (Vitamin B6)', ' Biotin', ' Copper Amino Acid Complex', ' Sodium Selenite', ' Folic Acid', ' Menadione Sodium Bisulfite Complex (Source of Vitamin K3)', ' Potassium Iodide.']"
American Journey Pate Turkey & Salmon Recipe Grain-Free Canned Cat Food,American Journey,$18.89,2.5,12.0,0.6296666666666667,"['Turkey', ' Turkey Broth', ' Turkey Liver', ' Salmon', ' Natural Flavor', ' Flaxseed', ' Guar Gum', ' Taurine', ' Potassium Chloride', ' Salt', ' Cassia Gum', ' Xanthan Gum', ' Cranberries', ' Blueberries', ' Choline Chloride', ' Inulin', ' Magnesium Sulfate', ' Iron Proteinate', ' Zinc Proteinate', ' Fish Oil (Preserved with Mixed Tocopherols)', ' Thiamine Mononitrate', ' Sunflower Oil', ' Vitamin E Supplement', ' Copper Proteinate', ' Manganese Proteinate', ' Sodium Selenite', ' Niacin Supplement', ' d-Calcium Pantothenate', ' Pyridoxine Hydrochloride', ' Riboflavin Supplement', ' Vitamin A Supplement', ' Biotin', ' Potassium Iodide', ' Vitamin D3 Supplement', ' Vitamin B12 Supplement', ' Folic Acid', ' Rosemary Extract.']"
Purina Beyond Grain-Free Tuna  Mackerel & Carrot Recipe in Gravy Canned Cat Food,Purina Beyond,$11.45,3.0,12.0,0.31805555555555554,"['Fish Broth', ' Tuna', ' Chicken', ' Liver', ' Dried Egg Product', ' Potato Starch', ' Mackerel', ' Carrots', ' Natural Flavor', ' Guar Gum', ' Sodium Phosphate', ' Tricalcium Phosphate', ' Potassium Chloride', ' Salt', ' Taurine', ' Choline Chloride', ' Thiamine Mononitrate', ' Ferrous Sulfate', ' Vitamin E Supplement', ' Zinc Oxide', ' Copper Proteinate', ' Potassium Iodide', ' Niacin Supplement', ' Manganese Supplement', ' Calcium Pantothenate', ' Pyridoxine Hydrochloride', ' Riboflavin Supplement', ' Vitamin A Supplement', ' Biotin', ' Sodium Selenite', ' Vitamin D-3 Supplement', ' Vitamin B-12 Supplement', ' Folic Acid.']"
Weruva Cats in the Kitchen Love Me Tender Chicken & Duck Recipe Grain-Free Cat Food Pouches,Weruva,$16.99,3.0,12.0,0.4719444444444444,"['Water Sufficient For Processing', ' Chicken (Boneless', ' Skinless Breast)', ' Tuna', ' Duck', ' Tapioca Starch', ' Sunflower Seed Oil', ' Calcium Lactate', ' Tricalcium Phosphate', ' Xanthan Gum', ' Choline Chloride', ' Taurine', ' Zinc Sulfate', ' Vitamin E Supplement', ' Nicotinic Acid (Vitamin B3)', ' Ferrous Sulfate', ' Thiamine Mononitrate (Vitamin B1)', ' Calcium Pantothenate', ' Vitamin A Supplement', ' Manganese Sulfate', ' Riboflavin Supplement (Vitamin B2)', ' Pyridoxine Hydrochloride (Vitamin B6)', ' Vitamin D3 Supplement', ' Copper Sulfate', ' Folic Acid', ' Potassium Iodide', ' Biotin', ' Vitamin B12 Supplement.']"
Hill's Prescription Diet Metabolic + Urinary Chicken & Vegetable Stew Canned Cat Food,Hill's Prescription Diet,$42.89,2.9,24.0,0.6162356321839081,"['Water', ' Pork Liver', ' Carrots', ' Powdered Cellulose', ' Tuna', ' Chicken', ' Corn Starch', ' Wheat Gluten', ' Egg Whites', ' Dried Tomato Pomace', ' Rice', ' Chicken Liver Flavor', ' Flaxseed', ' Soybean Oil', ' Coconut Oil', ' Potassium Alginate', ' Fish Oil', ' Calcium Chloride', ' Dicalcium Phosphate', ' Guar Gum', ' Choline Chloride', ' Calcium Sulfate', ' L-Lysine', ' Monosodium Phosphate', ' Taurine', ' vitamins (Vitamin E Supplement', ' Thiamine Mononitrate', ' Niacin Supplement', ' Pyridoxine Hydrochloride', ' Calcium Pantothenate', ' Vitamin B12 Supplement', ' Riboflavin Supplement', ' Biotin', ' Vitamin D3 Supplement', ' Folic Acid)', ' Potassium Citrate', ' Sodium Tripolyphosphate', ' L-Carnitine', ' minerals (Zinc Oxide', ' Ferrous Sulfate', ' Manganese Sulfate', ' Copper Sulfate', ' Calcium Iodate)', ' Calcium Carbonate.']"
Friskies Gravy Sensations Poultry Favorites Cat Food Pouches,Friskies,$6.12,3.0,12.0,0.17,"['With Chicken In Gravy: Water Sufficient For Processing', ' Chicken', ' Liver', ' Wheat Gluten', ' Meat By-Products', ' Turkey', ' Corn Starch-Modified', ' Artificial And Natural Flavors', ' Soy Flour', ' Soy Protein Concentrate', ' Tricalcium Phosphate', ' Potassium Chloride', ' Taurine', ' Choline Chloride', ' Added Color', ' Salt', ' Thiamine Mononitrate', ' Vitamin E Supplement', ' Zinc Sulfate', ' Ferrous Sulfate', ' Niacin', ' Calcium Pantothenate', ' Vitamin A Supplement', ' Menadione Sodium Bisulfite Complex (Vitamin K)', ' Manganese Sulfate', ' Pyridoxine Hydrochloride', ' Copper Sulfate', ' Riboflavin Supplement', ' Vitamin B-12 Supplement', ' Biotin', ' Folic Acid', ' Vitamin D-3 Supplement', ' Potassium Iodide.']"
Weruva Cats in the Kitchen Mack  Jack & Sam Salmon  Mackerel & Tuna Recipe Grain-Free Cat Food Pouches,Weruva,$16.99,3.0,12.0,0.4719444444444444,"['Water Sufficient For Processing', ' Salmon', ' Mackerel', ' Tuna', ' Tapioca Starch', ' Sunflower Seed Oil', ' Calcium Lactate', ' Xanthan Gum', ' Tricalcium Phosphate', ' Choline Chloride', ' Taurine', ' Zinc Sulfate', ' Vitamin E Supplement', ' Nicotinic Acid (Vitamin B3)', ' Thiamine Mononitrate (Vitamin B1)', ' Calcium Pantothenate', ' Vitamin A Supplement', ' Manganese Sulfate', ' Ferrous Sulfate', ' Riboflavin Supplement (Vitamin B2)', ' Pyridoxine Hydrochloride (Vitamin B6)', ' Copper Sulfate', ' Folic Acid', ' Vitamin D3 Supplement', ' Potassium Iodide', ' Menadione Sodium Bisulfite Complex (Source of Vitamin K)', ' Biotin', ' Vitamin B12 Supplement.']"
